Subject,Body,Sender,BodyLength,HasLink,NumExclamations,HasSuspiciousWord,SenderDomainReputation,NumUppercaseWords,HasAttachment,Spam
update update,"Hello, here is the invoice information you requested.",lucia@udec.edu,53,0,0,0,1,0,0,0
gift only,This is your chance to free 7594 dollars!!!,user586@cheapoffers.com,43,0,3,1,1,0,1,1
free now,This is your chance to gift 7037 dollars!!!,user296@freemoney.org,43,0,3,1,1,0,1,1
invoice update,"Hello, here is the project information you requested.",kevin@gmail.com,53,0,0,0,1,0,1,0
project update,"Hello, here is the update information you requested.",lucia@outlook.com,52,0,0,0,1,0,0,0
family update,"Hello, here is the team information you requested.",john@gmail.com,50,0,0,0,1,0,1,0
project update,"Hello, here is the update information you requested.",john@gmail.com,52,1,0,0,1,0,1,0
invoice update,"Hello, here is the team information you requested.",kevin@gmail.com,50,0,0,0,1,0,1,0
report update,"Hello, here is the family information you requested.",john@udec.edu,52,0,0,0,1,0,1,0
team update,"Hello, here is the university information you requested.",maria@outlook.com,56,0,0,0,1,0,0,0
project update,"Hello, here is the meeting information you requested.",lucia@gmail.com,53,1,0,0,1,0,1,0
schedule update,"Hello, here is the meeting information you requested.",maria@gmail.com,53,1,0,0,1,0,1,0
project update,"Hello, here is the meeting information you requested.",kevin@outlook.com,53,1,0,0,1,0,1,0
win today,This is your chance to offer 4519 dollars!!!,user909@freemoney.org,44,1,3,1,0,0,1,1
document update,"Hello, here is the meeting information you requested.",maria@udec.edu,53,0,0,0,1,0,0,0
prize now,This is your chance to offer 6796 dollars!!!,user439@lottery.net,44,0,3,1,0,0,1,1
document update,"Hello, here is the report information you requested.",maria@outlook.com,52,1,0,0,1,0,0,0
family update,"Hello, here is the schedule information you requested.",lucia@outlook.com,54,1,0,0,1,0,0,0
win today,This is your chance to lottery 5519 dollars!!!,user761@freemoney.org,46,0,3,1,0,0,1,1
report update,"Hello, here is the report information you requested.",maria@udec.edu,52,1,0,0,1,0,0,0
document update,"Hello, here is the update information you requested.",maria@gmail.com,52,1,0,0,1,0,0,0
university update,"Hello, here is the team information you requested.",john@gmail.com,50,0,0,0,1,0,0,0
discount now,This is your chance to prize 8863 dollars!!!,user274@lottery.net,44,0,3,1,1,0,1,1
document update,"Hello, here is the invoice information you requested.",maria@outlook.com,53,1,0,0,1,0,1,0
money only,This is your chance to win 7305 dollars!!!,user813@freemoney.org,42,0,3,1,0,0,1,1
schedule update,"Hello, here is the invoice information you requested.",maria@outlook.com,53,0,0,0,1,0,0,0
schedule update,"Hello, here is the university information you requested.",lucia@outlook.com,56,0,0,0,1,0,1,0
schedule update,"Hello, here is the team information you requested.",maria@udec.edu,50,0,0,0,1,0,1,0
team update,"Hello, here is the university information you requested.",maria@gmail.com,56,0,0,0,1,0,1,0
university update,"Hello, here is the team information you requested.",john@udec.edu,50,0,0,0,1,0,0,0
meeting update,"Hello, here is the update information you requested.",maria@gmail.com,52,1,0,0,1,0,1,0
team update,"Hello, here is the meeting information you requested.",kevin@udec.edu,53,0,0,0,1,0,1,0
free only,This is your chance to lottery 220 dollars!!!,user188@lottery.net,45,0,3,1,1,0,1,1
invoice update,"Hello, here is the document information you requested.",john@gmail.com,54,1,0,0,1,0,1,0
schedule update,"Hello, here is the meeting information you requested.",maria@outlook.com,53,0,0,0,1,0,1,0
urgent today,This is your chance to discount 469 dollars!!!,user151@cheapoffers.com,46,1,3,1,0,0,1,1
meeting update,"Hello, here is the project information you requested.",lucia@gmail.com,53,0,0,0,1,0,1,0
free only,This is your chance to win 6497 dollars!!!,user929@freemoney.org,42,0,3,1,0,0,1,1
discount only,This is your chance to crypto 4057 dollars!!!,user916@lottery.net,45,0,3,1,1,0,1,1
update update,"Hello, here is the schedule information you requested.",kevin@udec.edu,54,1,0,0,1,0,0,0
project update,"Hello, here is the document information you requested.",lucia@gmail.com,54,1,0,0,1,0,0,0
win only,This is your chance to offer 9165 dollars!!!,user904@lottery.net,44,1,3,1,0,0,1,1
free now,This is your chance to offer 8654 dollars!!!,user553@cheapoffers.com,44,1,3,1,0,0,0,1
university update,"Hello, here is the university information you requested.",maria@gmail.com,56,0,0,0,1,0,0,0
meeting update,"Hello, here is the team information you requested.",kevin@gmail.com,50,0,0,0,1,0,0,0
lottery now,This is your chance to urgent 582 dollars!!!,user706@lottery.net,44,1,3,1,1,0,1,1
meeting update,"Hello, here is the document information you requested.",john@gmail.com,54,1,0,0,1,0,0,0
report update,"Hello, here is the document information you requested.",john@gmail.com,54,1,0,0,1,0,1,0
schedule update,"Hello, here is the meeting information you requested.",kevin@gmail.com,53,0,0,0,1,0,0,0
free now,This is your chance to win 5049 dollars!!!,user217@freemoney.org,42,2,3,1,1,0,1,1
update update,"Hello, here is the project information you requested.",lucia@udec.edu,53,0,0,0,1,0,0,0
schedule update,"Hello, here is the team information you requested.",john@outlook.com,50,1,0,0,1,0,1,0
document update,"Hello, here is the university information you requested.",john@gmail.com,56,0,0,0,1,0,1,0
update update,"Hello, here is the meeting information you requested.",kevin@udec.edu,53,0,0,0,1,0,0,0
schedule update,"Hello, here is the report information you requested.",lucia@gmail.com,52,0,0,0,1,0,1,0
schedule update,"Hello, here is the update information you requested.",kevin@udec.edu,52,0,0,0,1,0,0,0
family update,"Hello, here is the document information you requested.",lucia@udec.edu,54,1,0,0,1,0,1,0
project update,"Hello, here is the family information you requested.",lucia@gmail.com,52,0,0,0,1,0,0,0
invoice update,"Hello, here is the family information you requested.",john@udec.edu,52,0,0,0,1,0,1,0
offer today,This is your chance to lottery 405 dollars!!!,user489@freemoney.org,45,2,3,1,0,0,1,1
project update,"Hello, here is the document information you requested.",john@gmail.com,54,0,0,0,1,0,1,0
team update,"Hello, here is the meeting information you requested.",kevin@outlook.com,53,0,0,0,1,0,1,0
win today,This is your chance to lottery 3586 dollars!!!,user932@cheapoffers.com,46,0,3,1,0,0,1,1
team update,"Hello, here is the invoice information you requested.",maria@udec.edu,53,1,0,0,1,0,1,0
win today,This is your chance to offer 7204 dollars!!!,user419@cheapoffers.com,44,1,3,1,0,0,0,1
update update,"Hello, here is the project information you requested.",lucia@outlook.com,53,0,0,0,1,0,0,0
urgent only,This is your chance to gift 9729 dollars!!!,user532@lottery.net,43,2,3,1,0,0,1,1
crypto only,This is your chance to free 2796 dollars!!!,user970@freemoney.org,43,0,3,1,1,0,1,1
offer now,This is your chance to offer 2328 dollars!!!,user315@cheapoffers.com,44,1,3,1,0,0,1,1
document update,"Hello, here is the document information you requested.",maria@outlook.com,54,0,0,0,1,0,0,0
university update,"Hello, here is the document information you requested.",lucia@outlook.com,54,0,0,0,1,0,1,0
family update,"Hello, here is the update information you requested.",lucia@udec.edu,52,1,0,0,1,0,0,0
schedule update,"Hello, here is the team information you requested.",john@udec.edu,50,1,0,0,1,0,0,0
team update,"Hello, here is the team information you requested.",john@gmail.com,50,0,0,0,1,0,1,0
project update,"Hello, here is the university information you requested.",kevin@gmail.com,56,1,0,0,1,0,0,0
document update,"Hello, here is the schedule information you requested.",maria@udec.edu,54,0,0,0,1,0,0,0
money now,This is your chance to free 4673 dollars!!!,user312@lottery.net,43,2,3,1,1,0,1,1
meeting update,"Hello, here is the university information you requested.",lucia@outlook.com,56,0,0,0,1,0,1,0
report update,"Hello, here is the invoice information you requested.",lucia@outlook.com,53,1,0,0,1,0,0,0
university update,"Hello, here is the invoice information you requested.",john@outlook.com,53,1,0,0,1,0,1,0
urgent today,This is your chance to prize 4978 dollars!!!,user496@cheapoffers.com,44,0,3,1,1,0,0,1
university update,"Hello, here is the team information you requested.",john@udec.edu,50,1,0,0,1,0,1,0
university update,"Hello, here is the document information you requested.",john@outlook.com,54,1,0,0,1,0,1,0
project update,"Hello, here is the report information you requested.",john@udec.edu,52,0,0,0,1,0,1,0
lottery now,This is your chance to money 5659 dollars!!!,user570@freemoney.org,44,0,3,1,0,0,1,1
document update,"Hello, here is the invoice information you requested.",john@outlook.com,53,0,0,0,1,0,1,0
document update,"Hello, here is the project information you requested.",lucia@outlook.com,53,0,0,0,1,0,1,0
gift now,This is your chance to gift 7082 dollars!!!,user640@cheapoffers.com,43,0,3,1,0,0,0,1
family update,"Hello, here is the university information you requested.",john@udec.edu,56,0,0,0,1,0,0,0
update update,"Hello, here is the report information you requested.",john@gmail.com,52,0,0,0,1,0,1,0
free only,This is your chance to discount 912 dollars!!!,user240@cheapoffers.com,46,1,3,1,1,0,1,1
update update,"Hello, here is the family information you requested.",kevin@outlook.com,52,0,0,0,1,0,0,0
family update,"Hello, here is the document information you requested.",john@udec.edu,54,1,0,0,1,0,0,0
prize only,This is your chance to crypto 1083 dollars!!!,user910@cheapoffers.com,45,0,3,1,0,0,1,1
invoice update,"Hello, here is the project information you requested.",john@outlook.com,53,0,0,0,1,0,1,0
